Yahoo Ticker,Name,Sector,Asset Class,Location,Ticker,Exchange,Currency
UTDI.DE,UNITED INTERNET AG,Communication,Equity,Germany,UTDI,Xetra,EUR
4062.T,IBIDEN LTD,Information Technology,Equity,Japan,4062,Tokyo Stock Exchange,JPY
ADE.OL,ADEVINTA,Communication,Equity,Norway,ADE,Oslo Bors Asa,NOK
9009.T,KEISEI ELECTRIC RAILWAY LTD,Industrials,Equity,Japan,9009,Tokyo Stock Exchange,JPY
9008.T,KEIO CORP,Industrials,Equity,Japan,9008,Tokyo Stock Exchange,JPY
ROCK-B.CO,ROCKWOOL INTERNATIONAL B,Industrials,Equity,Denmark,ROCK B,Omx Nordic Exchange Copenhagen A/S,DKK
ZIM,ZIM INTEGRATED SHIPPING SERVICES L,Industrials,Equity,Israel,ZIM,New York Stock Exchange Inc.,ILS
HSBA.L,HSBC HOLDINGS PLC,Financials,Equity,United Kingdom,HSBA,London Stock Exchange,GBP
CBA.AX,COMMONWEALTH BANK OF AUSTRALIA,Financials,Equity,Australia,CBA,Asx - All Markets,AUD
OR.PA,LOREAL SA,Consumer Staples,Equity,France,OR,Nyse Euronext - Euronext Paris,EUR
UBSG.SW,UBS GROUP AG,Financials,Equity,Switzerland,UBSG,SIX Swiss Exchange,CHF
NAB.AX,NATIONAL AUSTRALIA BANK LTD,Financials,Equity,Australia,NAB,Asx - All Markets,AUD
SAN.MC,BANCO SANTANDER SA,Financials,Equity,Spain,SAN,Bolsa De Madrid,EUR
WBC.AX,WESTPAC BANKING CORPORATION CORP,Financials,Equity,Australia,WBC,Asx - All Markets,AUD
D05.SI,DBS GROUP HOLDINGS LTD,Financials,Equity,Singapore,DBS,Singapore Exchange,SGD
LLOY.L,LLOYDS BANKING GROUP PLC,Financials,Equity,United Kingdom,LLOY,London Stock Exchange,GBP
NDA-SE.ST,NORDEA BANK,Financials,Equity,Sweden,NDA SE,Nasdaq Omx Nordic,SEK
BARC.L,BARCLAYS PLC,Financials,Equity,United Kingdom,BARC,London Stock Exchange,GBP
O39.SI,OVERSEA-CHINESE BANKING LTD,Financials,Equity,Singapore,O39,Singapore Exchange,SGD
STAN.L,STANDARD CHARTERED PLC,Financials,Equity,United Kingdom,STAN,London Stock Exchange,GBP
CLNX.MC,CELLNEX TELECOM SA,Communication,Equity,Spain,CLNX,Bolsa De Madrid,EUR
BAER.SW,JULIUS BAER GRUPPE AG,Financials,Equity,Switzerland,BAER,SIX Swiss Exchange,CHF
ACA.PA,CREDIT AGRICOLE SA,Financials,Equity,France,ACA,Nyse Euronext - Euronext Paris,EUR
SHB-A.ST,SVENSKA HANDELSBANKEN-A SHS,Financials,Equity,Sweden,SHB A,Nasdaq Omx Nordic,SEK
BIRG.IR,BANK OF IRELAND GROUP PLC,Financials,Equity,Ireland,BIRG,Irish Stock Exchange - All Market,EUR
AGN.AS,AEGON NV,Financials,Equity,Netherlands,AGN,Euronext Amsterdam,EUR
RHC.AX,RAMSAY HEALTH CARE LTD,Health Care,Equity,Australia,RHC,Asx - All Markets,AUD
TLC.AX,THE LOTTERY CORPORATION LTD,Consumer Discretionary,Equity,Australia,TLC,Asx - All Markets,AUD
XRO.AX,XERO LTD,Information Technology,Equity,Australia,XRO,Asx - All Markets,AUD
9503.T,KANSAI ELECTRIC POWER INC,Utilities,Equity,Japan,9503,Tokyo Stock Exchange,JPY
9501.T,TOKYO ELECTRIC POWER HOLDINGS INC,Utilities,Equity,Japan,9501,Tokyo Stock Exchange,JPY
DSCT.TA,ISRAEL DISCOUNT BANK LTD,Financials,Equity,Israel,DSCT,Tel Aviv Stock Exchange,ILS
9502.T,CHUBU ELECTRIC POWER INC,Utilities,Equity,Japan,9502,Tokyo Stock Exchange,JPY
IVN.TO,IVANHOE MINES LTD CLASS A,Materials,Equity,Canada,IVN,Toronto Stock Exchange,CAD
PHNX.L,PHOENIX GROUP HOLDINGS PLC,Financials,Equity,United Kingdom,PHNX,London Stock Exchange,GBP
G24.DE,SCOUT24 N,Communication,Equity,Germany,G24,Xetra,EUR
AQN.TO,ALGONQUIN POWER UTILITIES CORP,Utilities,Equity,Canada,AQN,Toronto Stock Exchange,CAD
TKWY.AS,JUST EAT TAKEAWAY.COM NV,Consumer Discretionary,Equity,Netherlands,TKWY,Euronext Amsterdam,EUR
OCDO.L,OCADO GROUP PLC,Consumer Staples,Equity,United Kingdom,OCDO,London Stock Exchange,GBP
DIA.MI,DIASORIN,Health Care,Equity,Italy,DIA,Borsa Italiana,EUR
1259.HK,FUTU HOLDINGS ADR LTD,Financials,Equity,Hong Kong,FUTU,NASDAQ,HKD
4732.T,USS LTD,Consumer Discretionary,Equity,Japan,4732,Tokyo Stock Exchange,JPY
4967.T,KOBAYASHI PHARMACEUTICAL LTD,Consumer Staples,Equity,Japan,4967,Tokyo Stock Exchange,JPY
7181.T,JAPAN POST INSURANCE LTD,Financials,Equity,Japan,7181,Tokyo Stock Exchange,JPY
9202.T,ANA HOLDINGS INC,Industrials,Equity,Japan,9202,Tokyo Stock Exchange,JPY
RED.MC,RED ELECTRICA SA,Utilities,Equity,Spain,RED,Bolsa De Madrid,EUR
6845.T,AZBIL CORP,Information Technology,Equity,Japan,6845,Tokyo Stock Exchange,JPY
UBI.PA,UBISOFT ENTERTAINMENT SA CAT A,Communication,Equity,France,UBI,Nyse Euronext - Euronext Paris,EUR
NVEI.TO,NUVEI SUBORDINATE VOTING CORP,Information Technology,Equity,Canada,NVEI,Toronto Stock Exchange,CAD
2702.T,MCDONALDS HOLDINGS (JAPAN) LTD,Consumer Discretionary,Equity,Japan,2702,Tokyo Stock Exchange,JPY
3288.T,OPEN HOUSE GROUP LTD,Consumer Discretionary,Equity,Japan,3288,Tokyo Stock Exchange,JPY
9435.T,HIKARI TSUSHIN INC,Consumer Discretionary,Equity,Japan,9435,Tokyo Stock Exchange,JPY
9201.T,JAPAN AIRLINES LTD,Industrials,Equity,Japan,9201,Tokyo Stock Exchange,JPY
2638.HK,HK ELECTRIC INVESTMENTS UNITS LTD,Utilities,Equity,Hong Kong,2638,Hong Kong Exchanges And Clearing Ltd,HKD
4716.T,ORACLE JAPAN CORP,Information Technology,Equity,Japan,4716,Tokyo Stock Exchange,JPY
3231.T,NOMURA REAL ESTATE HOLDINGS INC,Real Estate,Equity,Japan,3231,Tokyo Stock Exchange,JPY
6305.T,HITACHI CONSTRUCTION MACHINERY LTD,Industrials,Equity,Japan,6305,Tokyo Stock Exchange,JPY
3291.T,IIDA GROUP HOLDINGS LTD,Consumer Discretionary,Equity,Japan,3291,Tokyo Stock Exchange,JPY
2002.T,NISSHIN SEIFUN GROUP INC,Consumer Staples,Equity,Japan,2002,Tokyo Stock Exchange,JPY
9719.T,SCSK CORP,Information Technology,Equity,Japan,9719,Tokyo Stock Exchange,JPY
4516.T,NIPPON SHINYAKU LTD,Health Care,Equity,Japan,4516,Tokyo Stock Exchange,JPY
4739.T,ITOCHU TECHNO-SOLUTIONS CORP,Information Technology,Equity,Japan,4739,Tokyo Stock Exchange,JPY
3635.T,KOEI TECMO HOLDINGS LTD,Communication,Equity,Japan,3635,Tokyo Stock Exchange,JPY
3141.T,WELCIA HOLDINGS LTD,Consumer Staples,Equity,Japan,3141,Tokyo Stock Exchange,JPY
2371.T,KAKAKU.COM INC,Communication,Equity,Japan,2371,Tokyo Stock Exchange,JPY
6753.T,SHARP CORP,Consumer Discretionary,Equity,Japan,6753,Tokyo Stock Exchange,JPY
ENG.MC,ENAGAS SA,Utilities,Equity,Spain,ENG,Bolsa De Madrid,EUR
ISCD.TA,ISRACARD LTD,Financials,Equity,Israel,ISCD,Tel Aviv Stock Exchange,ILS
INGA.AS,ING GROEP NV,Financials,Equity,Netherlands,INGA,Euronext Amsterdam,EUR
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,United States,AIG,New York Stock Exchange Inc.,USD
BBVA.MC,BANCO BILBAO VIZCAYA ARGENTARIA SA,Financials,Equity,Spain,BBVA,Bolsa De Madrid,EUR
ISP.MI,INTESA SANPAOLO,Financials,Equity,Italy,ISP,Borsa Italiana,EUR
SIKA.SW,SIKA AG,Materials,Equity,Switzerland,SIKA,SIX Swiss Exchange,CHF
UCG.MI,UNICREDIT,Financials,Equity,Italy,UCG,Borsa Italiana,EUR
ADYEN.AS,ADYEN NV,Information Technology,Equity,Netherlands,ADYEN,Euronext Amsterdam,EUR
U11.SI,UNITED OVERSEAS BANK LTD,Financials,Equity,Singapore,UOB,Singapore Exchange,SGD
DBK.DE,DEUTSCHE BANK AG,Financials,Equity,Germany,DBK,Xetra,EUR
6178.T,JAPAN POST HOLDINGS LTD,Financials,Equity,Japan,6178,Tokyo Stock Exchange,JPY
ML.PA,COMPAGNIE GENERALE DES ETABLISSEME,Consumer Discretionary,Equity,France,ML,Nyse Euronext - Euronext Paris,EUR
ARGX.BR,ARGENX,Health Care,Equity,Belgium,ARGX,Nyse Euronext - Euronext Brussels,EUR
SEB-A.ST,SKANDINAVISKA ENSKILDA BANKEN,Financials,Equity,Sweden,SEB A,Nasdaq Omx Nordic,SEK
HLN.L,HALEON PLC,Consumer Staples,Equity,United Kingdom,HLN,London Stock Exchange,GBP
CABK.MC,CAIXABANK SA,Financials,Equity,Spain,CABK,Bolsa De Madrid,EUR
KBC.BR,KBC GROEP,Financials,Equity,Belgium,KBC,Nyse Euronext - Euronext Brussels,EUR
SWED-A.ST,SWEDBANK,Financials,Equity,Sweden,SWED A,Nasdaq Omx Nordic,SEK
DNB.OL,DNB BANK,Financials,Equity,Norway,DNB,Oslo Bors Asa,NOK
8237.HK,LINK REAL ESTATE INVESTMENT TRUST,Real Estate,Equity,Hong Kong,823,Hong Kong Exchanges And Clearing Ltd,HKD
DANSKE.CO,DANSKE BANK,Financials,Equity,Denmark,DANSKE,Omx Nordic Exchange Copenhagen A/S,DKK
P911.DE,DR ING HC F PORSCHE AG,Consumer Discretionary,Equity,Germany,P911,Xetra,EUR
LUMI.TA,BANK LEUMI LE ISRAEL,Financials,Equity,Israel,LUMI,Tel Aviv Stock Exchange,ILS
CBK.DE,COMMERZBANK AG,Financials,Equity,Germany,CBK,Xetra,EUR
POLI.TA,BANK HAPOALIM BM,Financials,Equity,Israel,POLI,Tel Aviv Stock Exchange,ILS
8601.T,DAIWA SECURITIES GROUP INC,Financials,Equity,Japan,8601,Tokyo Stock Exchange,JPY
MB.MI,MEDIOBANCA BANCA DI CREDITO FINANZ,Financials,Equity,Italy,MB,Borsa Italiana,EUR
MNG.L,M&G PLC,Financials,Equity,United Kingdom,MNG,London Stock Exchange,GBP
EMSN.SW,EMS-CHEMIE HOLDING AG,Materials,Equity,Switzerland,EMSN,SIX Swiss Exchange,CHF
2888.HK,WH GROUP LTD,Consumer Staples,Equity,Hong Kong,288,Hong Kong Exchanges And Clearing Ltd,HKD
MZTF.TA,MIZRAHI TEFAHOT BANK LTD,Financials,Equity,Israel,MZTF,Tel Aviv Stock Exchange,ILS
7186.T,CONCORDIA FINANCIAL GROUP LTD,Financials,Equity,Japan,7186,Tokyo Stock Exchange,JPY
AMUN.PA,AMUNDI SA,Financials,Equity,France,AMUN,Nyse Euronext - Euronext Paris,EUR
5831.T,SHIZUOKA FINANCIAL GROUP INC,Financials,Equity,Japan,5831,Tokyo Stock Exchange,JPY
8331.T,CHIBA BANK LTD,Financials,Equity,Japan,8331,Tokyo Stock Exchange,JPY
A5G.IR,AIB GROUP PLC,Financials,Equity,Ireland,A5G,Irish Stock Exchange - All Market,EUR
BCVN.SW,BC VAUD N,Financials,Equity,Switzerland,BCVN,SIX Swiss Exchange,CHF
9147.T,NIPPON EXPRESS HOLDINGS INC,Industrials,Equity,Japan,9147,Tokyo Stock Exchange,JPY
2388.HK,BOC HONG KONG HOLDINGS LTD,Financials,Equity,Hong Kong,2388,Hong Kong Exchanges And Clearing Ltd,HKD
0011.HK,HANG SENG BANK LTD,Financials,Equity,Hong Kong,11,Hong Kong Exchanges And Clearing Ltd,HKD
IHG.L,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,Equity,United Kingdom,IHG,London Stock Exchange,GBP
RNO.PA,RENAULT SA,Consumer Discretionary,Equity,France,RNO,Nyse Euronext - Euronext Paris,EUR
CON.DE,CONTINENTAL AG,Consumer Discretionary,Equity,Germany,CON,Xetra,EUR
IGO.AX,IGO LTD,Materials,Equity,Australia,IGO,Asx - All Markets,AUD
7752.T,RICOH LTD,Information Technology,Equity,Japan,7752,Tokyo Stock Exchange,JPY
GLE.PA,SOCIETE GENERALE SA,Financials,Equity,France,GLE,Nyse Euronext - Euronext Paris,EUR
0027.HK,GALAXY ENTERTAINMENT GROUP LTD,Consumer Discretionary,Equity,Hong Kong,27,Hong Kong Exchanges And Clearing Ltd,HKD
2802.T,AJINOMOTO INC,Consumer Staples,Equity,Japan,2802,Tokyo Stock Exchange,JPY
FBK.MI,FINECOBANK BANCA FINECO,Financials,Equity,Italy,FBK,Borsa Italiana,EUR
CSGN.SW,CREDIT SUISSE GROUP AG,Financials,Equity,Switzerland,CSGN,SIX Swiss Exchange,CHF
O2D.DE,TELEFONICA DEUTSCHLAND HOLDING AG,Communication,Equity,Germany,O2D,Xetra,EUR
7276.T,KOITO MANUFACTURING LTD,Consumer Discretionary,Equity,Japan,7276,Tokyo Stock Exchange,JPY
1308.HK,SITC INTERNATIONAL HOLDINGS LTD,Industrials,Equity,Hong Kong,1308,Hong Kong Exchanges And Clearing Ltd,HKD
4091.T,NIPPON SANSO HOLDINGS CORP,Materials,Equity,Japan,4091,Tokyo Stock Exchange,JPY
2593.T,ITO EN LTD,Consumer Staples,Equity,Japan,2593,Tokyo Stock Exchange,JPY
AMS.MC,AMADEUS IT GROUP SA,Information Technology,Equity,Spain,AMS,Bolsa De Madrid,EUR
8725.T,MS&AD INSURANCE GROUP HOLDINGS INC,Financials,Equity,Japan,8725,Tokyo Stock Exchange,JPY
TEVA.TA,TEVA PHARMACEUTICAL INDUSTRIES ADR,Health Care,Equity,Israel,TEVA,New York Stock Exchange Inc.,ILS
RR.L,ROLLS-ROYCE HOLDINGS PLC,Industrials,Equity,United Kingdom,RR.,London Stock Exchange,GBP
DHER.DE,DELIVERY HERO,Consumer Discretionary,Equity,Germany,DHER,Xetra,EUR
LHA.DE,DEUTSCHE LUFTHANSA AG,Industrials,Equity,Germany,LHA,Xetra,EUR
MPL.AX,MEDIBANK PRIVATE LTD,Financials,Equity,Australia,MPL,Asx - All Markets,AUD
6841.T,YOKOGAWA ELECTRIC CORP,Information Technology,Equity,Japan,6841,Tokyo Stock Exchange,JPY
CCH.L,COCA COLA HBC AG,Consumer Staples,Equity,United Kingdom,CCH,London Stock Exchange,GBP
GBLB.BR,GROUPE BRUXELLES LAMBERT NV,Financials,Equity,Belgium,GBLB,Nyse Euronext - Euronext Brussels,EUR
0066.HK,MTR CORPORATION CORP LTD,Industrials,Equity,Hong Kong,66,Hong Kong Exchanges And Clearing Ltd,HKD
STJ.L,ST JAMESS PLACE PLC,Financials,Equity,United Kingdom,STJ,London Stock Exchange,GBP
ENR.DE,SIEMENS ENERGY N AG,Industrials,Equity,Germany,ENR,Xetra,EUR
GET.PA,GETLINK,Industrials,Equity,France,GET,Nyse Euronext - Euronext Paris,EUR
ZAL.DE,ZALANDO,Consumer Discretionary,Equity,Germany,ZAL,Xetra,EUR
PAH3.DE,PORSCHE AUTOMOBIL HOLDING PREF,Consumer Discretionary,Equity,Germany,PAH3,Xetra,EUR
ALO.PA,ALSTOM SA,Industrials,Equity,France,ALO,Nyse Euronext - Euronext Paris,EUR
1928.HK,SANDS CHINA LTD,Consumer Discretionary,Equity,Hong Kong,1928,Hong Kong Exchanges And Clearing Ltd,HKD
AC.PA,ACCOR SA,Consumer Discretionary,Equity,France,AC,Nyse Euronext - Euronext Paris,EUR
AZJ.AX,AURIZON HOLDINGS LTD,Industrials,Equity,Australia,AZJ,Asx - All Markets,AUD
7182.T,JAPAN POST BANK LTD,Financials,Equity,Japan,7182,Tokyo Stock Exchange,JPY
4922.T,KOSE CORP,Consumer Staples,Equity,Japan,4922,Tokyo Stock Exchange,JPY
4768.T,OTSUKA CORP,Information Technology,Equity,Japan,4768,Tokyo Stock Exchange,JPY
3092.T,ZOZO INC,Consumer Discretionary,Equity,Japan,3092,Tokyo Stock Exchange,JPY
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,United States,TDY,New York Stock Exchange Inc.,USD
VIE.PA,VEOLIA ENVIRON. SA,Utilities,Equity,France,VIE,Nyse Euronext - Euronext Paris,EUR
DASH,DOORDASH INC CLASS A,Consumer Discretionary,Equity,United States,DASH,New York Stock Exchange Inc.,USD
STERV.HE,STORA ENSO CLASS R,Materials,Equity,Finland,STERV,Nasdaq Omx Helsinki Ltd.,EUR
8795.T,T&D HOLDINGS INC,Financials,Equity,Japan,8795,Tokyo Stock Exchange,JPY
GFL.TO,GFL ENVIRONMENTAL SUBORDINATE VOTI,Industrials,Equity,Canada,GFL,Toronto Stock Exchange,CAD
WIX,WIX.COM LTD,Information Technology,Equity,Israel,WIX,NASDAQ,ILS
0101.HK,HANG LUNG PROPERTIES LTD,Real Estate,Equity,Hong Kong,101,Hong Kong Exchanges And Clearing Ltd,HKD
UMG.AS,UNIVERSAL MUSIC GROUP NV,Communication,Equity,Netherlands,UMG,Euronext Amsterdam,EUR
PHIA.AS,KONINKLIJKE PHILIPS NV,Health Care,Equity,Netherlands,PHIA,Euronext Amsterdam,EUR
8267.T,AEON LTD,Consumer Staples,Equity,Japan,8267,Tokyo Stock Exchange,JPY
9735.T,SECOM LTD,Industrials,Equity,Japan,9735,Tokyo Stock Exchange,JPY
ORG.AX,ORIGIN ENERGY LTD,Utilities,Equity,Australia,ORG,Asx - All Markets,AUD
ABN.AS,ABN AMRO BANK NV,Financials,Equity,Netherlands,ABN,Euronext Amsterdam,EUR
4151.T,KYOWA KIRIN LTD,Health Care,Equity,Japan,4151,Tokyo Stock Exchange,JPY
INDU-A.ST,INDUSTRIVARDEN SERIES,Financials,Equity,Sweden,INDU C,Nasdaq Omx Nordic,SEK
6504.T,FUJI ELECTRIC LTD,Industrials,Equity,Japan,6504,Tokyo Stock Exchange,JPY
TIT.MI,TELECOM ITALIA,Communication,Equity,Italy,TIT,Borsa Italiana,EUR
AC.TO,AIR CANADA VOTING AND VARIABLE VOT,Industrials,Equity,Canada,AC,Toronto Stock Exchange,CAD
2181.T,PERSOL HOLDINGS LTD,Industrials,Equity,Japan,2181,Tokyo Stock Exchange,JPY
9021.T,WEST JAPAN RAILWAY,Industrials,Equity,Japan,9021,Tokyo Stock Exchange,JPY
SBNY,SIGNATURE BANK,Financials,Equity,United States,SBNY,NASDAQ,USD
9042.T,HANKYU HANSHIN HOLDINGS INC,Industrials,Equity,Japan,9042,Tokyo Stock Exchange,JPY
6448.T,BROTHER INDUSTRIES LTD,Information Technology,Equity,Japan,6448,Tokyo Stock Exchange,JPY
SOL.AX,WASHINGTON H SOUL PATTINSON & COMP,Energy,Equity,Australia,SOL,Asx - All Markets,AUD
HFG.DE,HELLOFRESH,Consumer Staples,Equity,Germany,HFG,Xetra,EUR
EBS.VI,ERSTE GROUP BANK AG,Financials,Equity,Austria,EBS,Wiener Boerse Ag,EUR
EXO.AS,EXOR NV,Financials,Equity,Netherlands,EXO,Euronext Amsterdam,EUR
GFC.PA,GECINA SA,Real Estate,Equity,France,GFC,Nyse Euronext - Euronext Paris,EUR
7951.T,YAMAHA CORP,Consumer Discretionary,Equity,Japan,7951,Tokyo Stock Exchange,JPY
9143.T,SG HOLDINGS LTD,Industrials,Equity,Japan,9143,Tokyo Stock Exchange,JPY
EMBRAC-B.ST,EMBRACER GROUP,Communication,Equity,Sweden,EMBRAC B,Nasdaq Omx Nordic,SEK
6965.T,HAMAMATSU PHOTONICS,Information Technology,Equity,Japan,6965,Tokyo Stock Exchange,JPY
KINV-B.ST,KINNEVIK CLASS B,Financials,Equity,Sweden,KINV B,Nasdaq Omx Nordic,SEK
1803.T,SHIMIZU CORP,Industrials,Equity,Japan,1803,Tokyo Stock Exchange,JPY
